match_id,match_date,league,home_team,away_team,rule_name,channel,bet_type,odds,hit,pnl,hcap,rank_gap,had_d,hhad_d,home_recent_win_by_1_rate,away_recent_loss_by_1_rate,away_recent_ga_per_match,h2h_draw_rate,h2h_one_goal_margin_rate,recent_low_scoring_sum
202504093006,2025-04-09,韩职,光州FC,大邱FC,DRAW_V32_CORE,draw,draw,3.3,False,-100.0,0.5,1,3.3,3.15,0.16666666666666666,0.5,1.5,0.2857142857142857,0.5,1.3333333333333335
202504093002,2025-04-09,日联赛杯,长崎航海,湘南海洋,DRAW_V32_CORE,draw,draw,3.28,True,227.99999999999997,0.0,,3.28,3.95,0.16666666666666666,0.16666666666666666,1.3333333333333333,0.18181818181818182,0.5,1.0
202504093001,2025-04-09,日职,川崎前锋,横滨水手,DRAW_V32_CORE,draw,draw,3.35,True,235.0,0.5,6,3.35,3.5,0.0,0.16666666666666666,0.6666666666666666,0.21568627450980393,0.5,1.3333333333333335
202504126016,2025-04-12,英冠,西布罗姆,沃特福德,DRAW_V32_CORE,draw,draw,3.25,False,-100.0,0.5,,3.25,3.28,0.16666666666666666,0.5,0.8333333333333334,0.4444444444444444,0.3333333333333333,1.5
202504126011,2025-04-12,德甲,勒沃库森,柏林联合,HDRAW_V32_CORE,hdraw,handicap_draw,3.6,False,-100.0,1.25,8,4.8,3.6,0.3333333333333333,0.16666666666666666,1.6666666666666667,0.3076923076923077,0.3333333333333333,1.0
202504126008,2025-04-12,意甲,威尼斯,蒙扎,DRAW_V32_CORE,draw,draw,3.3,False,-100.0,0.75,3,3.3,3.16,0.0,0.16666666666666666,2.6666666666666665,0.4,0.5,1.1666666666666667
202504126003,2025-04-12,澳超,悉尼FC,奥克兰FC,DRAW_V32_CORE,draw,draw,3.34,True,234.0,0.25,2,3.34,4.2,0.3333333333333333,0.0,1.5,0.0,1.0,1.0
202504130020,2025-04-13,德甲,法兰克福,海登海姆,DRAW_V32_CORE,draw,draw,3.85,False,-100.0,0.75,13,3.85,3.53,0.16666666666666666,0.16666666666666666,1.3333333333333333,0.2,0.4,1.1666666666666665
202504130009,2025-04-13,英超,狼队,热刺,DRAW_V32_CORE,draw,draw,3.27,False,-100.0,0.25,,3.27,3.95,0.5,0.16666666666666666,1.3333333333333333,0.22727272727272727,0.6666666666666666,1.0
202504130005,2025-04-13,意甲,亚特兰大,博洛尼亚,DRAW_V32_CORE,draw,draw,3.35,False,-100.0,0.5,4,3.35,3.35,0.0,0.0,0.5,0.20588235294117646,0.6666666666666666,1.0
202504130004,2025-04-13,韩职,全北现代,济州SK,DRAW_V32_CORE,draw,draw,3.55,True,254.99999999999997,0.75,3,3.55,3.17,0.16666666666666666,0.3333333333333333,1.5,0.24193548387096775,0.5,1.3333333333333333
202504130003,2025-04-13,韩职,大邱FC,蔚山现代,DRAW_V32_CORE,draw,draw,3.5,False,-100.0,-0.5,,3.5,3.3,0.0,0.3333333333333333,0.8333333333333334,0.19642857142857142,0.5,1.3333333333333335
202504185003,2025-04-18,英冠,沃特福德,伯恩利,DRAW_V32_CORE,draw,draw,3.4,False,-100.0,-0.75,7,3.4,3.1,0.3333333333333333,0.0,0.5,0.3225806451612903,0.6666666666666666,1.3333333333333333
202504196006,2025-04-19,德甲,弗赖堡,霍芬海姆,DRAW_V32_CORE,draw,draw,3.7,False,-100.0,0.5,7,3.7,3.35,0.16666666666666666,0.16666666666666666,1.0,0.35294117647058826,0.6666666666666666,1.0
202504200016,2025-04-20,法甲,布雷斯特,朗斯,DRAW_V32_CORE,draw,draw,3.1,False,-100.0,0.0,1,3.1,3.85,0.16666666666666666,0.3333333333333333,1.1666666666666667,0.2,0.5,1.1666666666666667
